,bin,time(ms), 1,0,1,
09_,1170,2340,0.044561,0.21577,
09_,1171,2342,0.041133,0.21495,
09_,1172,2344,0.044561,0.20898,
09_,1173,2346,0.047989,0.20815,
09_,1174,2348,0.047989,0.20218,
09_,1175,2350,0.051416,0.20135,
09_,1176,2352,0.051416,0.19538,
09_,1177,2354,0.051416,0.19538,
09_,1178,2356,0.051416,0.19024,
09_,1179,2358,0.047989,0.19024,
09_,1180,2360,0.044561,0.1851,
09_,1181,2362,0.044561,0.1851,
09_,1182,2364,0.037705,0.1851,
09_,1183,2366,0.037705,0.1851,
09_,1184,2368,0.041133,0.19024,
09_,1185,2370,0.044561,0.19024,
09_,1186,2372,0.051416,0.19024,
09_,1187,2374,0.058272,0.19538,
09_,1188,2376,0.065127,0.19024,
09_,1189,2378,0.071983,0.1851,
09_,1190,2380,0.082266,0.17996,
09_,1191,2382,0.085694,0.16967,
09_,1192,2384,0.086179,0.16453,
09_,1193,2386,0.086665,0.15939,
09_,1194,2388,0.087151,0.15425,
09_,1195,2390,0.087636,0.14911,
09_,1196,2392,0.09155,0.14397,
09_,1197,2394,0.092035,0.14911,
09_,1198,2396,0.095948,0.14397,
09_,1199,2398,0.096434,0.14397,
09_,1200,2400,0.10035,0.14397,
09_,1201,2402,0.10083,0.14397,
09_,1202,2404,0.10475,0.14397,
09_,1203,2406,0.10523,0.14911,
09_,1204,2408,0.10572,0.14911,
09_,1205,2410,0.10963,0.13882,
09_,1206,2412,0.11012,0.13882,
09_,1207,2414,0.1106,0.12854,
09_,1208,2416,0.11109,0.1234,
09_,1209,2418,0.11157,0.11826,
09_,1210,2420,0.11206,0.10797,
09_,1211,2422,0.11254,0.10797,
09_,1212,2424,0.11303,0.10283,
09_,1213,2426,0.11694,0.097691,
09_,1214,2428,0.11743,0.097691,
09_,1215,2430,0.12134,0.092549,
09_,1216,2432,0.12526,0.087408,
09_,1217,2434,0.12574,0.082266,
09_,1218,2436,0.12965,0.077124,
09_,1219,2438,0.13014,0.077124,
09_,1220,2440,0.13063,0.077124,
09_,1221,2442,0.13111,0.077124,
09_,1222,2444,0.1316,0.077124,
09_,1223,2446,0.13551,0.077124,
09_,1224,2448,0.136,0.077124,
09_,1225,2450,0.13648,0.082266,
09_,1226,2452,0.13697,0.082266,
09_,1227,2454,0.14088,0.082266,
09_,1228,2456,0.14137,0.082266,
09_,1229,2458,0.14185,0.087408,
09_,1230,2460,0.14234,0.087408,
09_,1231,2462,0.14625,0.087408,
09_,1232,2464,0.14331,0.087408,
09_,1233,2466,0.14379,0.087408,
09_,1234,2468,0.14428,0.082266,
09_,1235,2470,0.14477,0.082266,
09_,1236,2472,0.14525,0.077124,
09_,1237,2474,0.14231,0.077124,
09_,1238,2476,0.14279,0.077124,
09_,1239,2478,0.14328,0.077124,
09_,1240,2480,0.14377,0.077124,
09_,1241,2482,0.14425,0.077124,
09_,1242,2484,0.14131,0.082266,
09_,1243,2486,0.14179,0.082266,
09_,1244,2488,0.14228,0.082266,
09_,1245,2490,0.14277,0.082266,
09_,1246,2492,0.14325,0.087408,
09_,1247,2494,0.14716,0.082266,
09_,1248,2496,0.14765,0.082266,
09_,1249,2498,0.14814,0.082266,
09_,1250,2500,0.15205,0.082266,
09_,1251,2502,0.14911,0.077124,
09_,1252,2504,0.14959,0.077124,
09_,1253,2506,0.15008,0.077124,
09_,1254,2508,0.15399,0.077124,
09_,1255,2510,0.15448,0.077124,
09_,1256,2512,0.15496,0.077124,
09_,1257,2514,0.15545,0.077124,
09_,1258,2516,0.077124,
09_,1259,2518,0.077124,
09_,1260,2520,0.077124,
09_,1261,2522,0.077124,
09_,1262,2524,0.077124,
09_,1263,2526,0.077124,
09_,1264,2528,0.077124,
09_,1265,2530,0.082266,
09_,1266,2532,0.082266,
09_,1267,2534,0.082266,
09_,1268,2536,0.082266,
09_,1269,2538,0.082266,
09_,1270,2540,0.077124,
09_,1271,2542,0.077124,
09_,1272,2544,0.077124,
09_,1273,2546,0.082266,
09_,1274,2548,0.082266,
09_,1275,2550,0.082266,
09_,1276,2552,0.087408,
09_,1277,2554,0.087408,
09_,1278,2556,0.087408,
09_,1279,2558,0.082266,
09_,1280,2560,0.082266,
09_,1281,2562,0.082266,
09_,1282,2564,0.071983,
09_,1283,2566,0.071983,
09_,1284,2568,0.066841,
09_,1285,2570,0.066841,
09_,1286,2572,0.066841,
09_,1287,2574,0.066841,
09_,1288,2576,0.0617,
09_,1289,2578,0.0617,
09_,1290,2580,0.0617,
09_,1291,2582,0.0617,
09_,1292,2584,0.0617,
09_,1293,2586,0.0617,
09_,1294,2588,0.0617,
09_,1295,2590,0.0617,
09_,1296,2592,0.0617,
09_,1297,2594,0.0617,
09_,1298,2596,0.056558,
09_,1299,2598,0.056558,
09_,1300,2600,0.056558,
09_,1301,2602,0.051416,
09_,1302,2604,0.051416,
09_,1303,2606,0.051416,
09_,1304,2608,0.051416,
09_,1305,2610,0.051416,
09_,1306,2612,0.056558,
09_,1307,2614,0.056558,
09_,1308,2616,0.056558,
09_,1309,2618,0.056558,
09_,1310,2620,0.056558,
09_,1311,2622,0.0617,
09_,1312,2624,0.0617,
09_,1313,2626,0.056558,
09_,1314,2628,0.056558,
09_,1315,2630,0.0617,
09_,1316,2632,0.0617,
09_,1317,2634,0.051416,
