** CONVERTED FROM /Users/slab/Documents/GitHub/poker/edfData/22_.EDF using edfapi 4.0 MacOS X Jul  7 2014 on Thu Mar  7 16:51:55 2019
** DATE: Thu Mar  7 19:59:56 2019
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v4.594 Jul  6 2012
** CAMERA: EyeLink CL Version 1.4 Sensor=BJA
** SERIAL NUMBER: CL1-AAC35
** CAMERA_CONFIG: AAC35140.SCD
** Psychopy GC demo
**

MSG	208314 DISPLAY_COORDS = 0 0 1919 1079
MSG	209196 TRIALID
INPUT	216273	127
MSG	216288 TRIALID
MSG	216288 TRIALID
MSG	216291 RECCFG CR 500 2 1 R
MSG	216291 ELCLCFG RTABLER
MSG	216291 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	216291 THRESHOLDS R 41 181
MSG	216291 ELCL_PROC ELLIPSE  (5)
MSG	216291 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
MSG	216292 !MODE RECORD CR 500 2 1 R
START	216293 	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	RIGHT	HTARGET	RATE	 500.00	TRACKING	CR	FILTER	2	INPUT
INPUT	216293	127
216293	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
SSACC R  216295
SBLINK R 216295
233911	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233913	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233915	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233917	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233919	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233921	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233923	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233925	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233927	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233929	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233931	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233933	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233935	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233937	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233939	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233941	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233943	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233945	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233947	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233949	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233951	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233953	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233955	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233957	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233959	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233961	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233963	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233965	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233967	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233969	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233971	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233973	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233975	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233977	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233979	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233981	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233983	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233985	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233987	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233989	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233991	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233993	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233995	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233997	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
233999	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234001	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234003	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234005	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234007	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234009	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234011	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234013	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234015	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234017	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234019	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234021	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234023	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234025	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234027	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234029	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234031	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234033	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234035	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234037	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234039	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234041	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234043	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234045	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234047	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234049	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234051	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234053	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234055	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234057	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234059	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234061	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234063	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234065	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234067	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234069	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234071	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234073	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234075	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234077	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234079	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234081	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234083	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234085	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234087	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234089	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234091	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234093	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234095	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234097	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234099	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234101	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234103	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234105	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234107	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234109	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234111	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234113	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234115	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234117	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234119	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234121	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234123	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234125	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234127	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234129	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234131	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234133	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234135	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234137	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234139	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234141	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234143	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234145	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234147	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234149	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234151	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234153	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234155	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234157	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234159	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234161	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234163	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234165	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234167	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234169	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234171	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234173	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234175	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234177	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234179	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234181	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234183	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234185	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234187	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234189	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234191	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234193	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234195	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234197	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234199	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234201	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234203	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234205	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234207	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234209	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234211	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234213	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234215	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234217	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234219	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234221	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234223	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234225	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234227	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234229	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234231	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234233	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234235	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234237	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234239	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234241	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234243	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234245	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234247	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234249	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234251	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234253	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234255	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234257	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234259	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234261	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234263	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234265	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234267	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234269	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234271	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234273	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234275	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234277	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234279	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234281	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234283	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234285	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234287	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234289	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234291	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234293	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234295	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234297	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234299	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234301	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234303	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234305	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234307	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234309	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234311	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234313	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234315	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234317	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234319	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234321	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234323	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234325	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234327	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234329	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234331	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234333	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234335	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234337	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234339	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234341	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234343	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234345	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234347	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234349	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234351	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234353	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234355	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234357	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234359	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234361	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234363	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234365	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234367	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234369	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234371	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234373	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234375	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234377	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234379	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234381	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234383	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234385	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234387	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234389	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234391	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234393	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234395	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234397	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234399	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234401	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234403	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234405	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234407	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234409	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234411	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234413	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234415	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234417	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234419	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234421	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234423	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234425	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234427	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234429	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234431	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234433	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234435	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234437	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234439	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234441	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234443	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234445	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234447	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234449	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234451	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234453	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234455	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234457	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234459	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234461	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234463	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234465	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234467	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234469	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234471	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234473	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234475	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234477	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234479	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234481	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234483	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234485	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234487	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234489	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234491	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234493	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234495	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234497	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234499	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234501	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234503	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234505	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234507	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234509	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234511	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234513	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234515	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234517	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234519	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234521	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234523	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234525	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234527	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234529	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234531	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234533	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234535	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234537	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234539	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234541	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234543	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234545	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234547	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234549	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234551	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234553	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234555	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234557	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234559	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234561	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234563	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234565	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234567	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234569	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234571	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234573	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234575	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234577	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234579	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234581	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234583	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234585	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234587	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234589	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234591	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234593	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234595	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234597	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234599	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234601	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234603	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234605	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234607	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234609	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234611	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234613	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234615	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234617	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234619	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234621	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234623	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234625	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234627	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234629	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234631	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234633	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234635	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234637	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234639	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234641	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234643	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234645	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234647	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234649	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234651	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234653	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234655	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234657	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234659	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234661	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234663	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234665	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234667	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234669	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234671	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234673	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234675	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234677	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234679	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234681	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234683	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234685	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234687	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234689	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234691	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234693	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234695	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234697	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234699	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234701	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234703	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234705	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234707	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
234709	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
